datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,location
2011-07-06 11:00,3,0,1,2,29.52,34.85,74,0,24,103,127,seoul
2011-08-14 16:00,4,1,0,2,6,9.67,8,9.3333,124,14,138,incheon
2012-02-10 1:00,3,0,1,1,4,7.67,8,8.6667,45,15,60,seoul
2012-01-23 3:00,3,0,1,3,6,17.67,5.6667,6,109,7,116,incheon
2012-08-09 22:00,2,0,0,3,4,10,5,5,79,8,87,seoul
2012-04-02 18:00,2,0,1,1,20.5,24.24,27,16.9979,75,543,618,seoul
2011-09-18 9:00,3,1,0,1,7.33,10.67,7,10,69,4,73,busan
2011-09-18 10:00,1,1,0,1,8,11.33,10,7.6667,108,6,114,busan
2012-07-30 8:00,2,1,1,1,7.67,20,4,8.3333,91,6,97,incheon
2011-09-18 10:00,1,0,0,1,15,13.67,8.3333,6.3333,66,7,73,busan
2011-09-18 12:00,3,0,1,1,4.33,13.67,8,7.6667,85,9,94,busan
2011-08-11 3:00,2,0,1,1,16.33,9,4.6667,7.3333,91,16,107,incheon
2011-09-18 13:00,1,1,1,3,8.67,9.67,3.3333,8.3333,20,4,24,busan
2011-09-08 3:00,1,0,1,1,3.67,15,7.6667,8,69,14,83,incheon
2011-09-11 4:00,3,0,0,1,24.6,28.03,83,8.9981,3,6,9,seoul
2011-09-18 14:00,2,0,1,1,8.67,13,7,5,20,7,27,busan
2012-01-26 19:00,4,0,1,3,6,13.67,5,3.6667,38,2,40,incheon
2011-09-18 14:00,4,0,0,1,14,19,7,6,8,2,10,busan
2011-09-18 15:00,1,1,0,3,7,18,8,8.6667,84,9,93,busan
2011-03-28 14:00,4,1,0,2,4.67,15.33,7.3333,7,103,20,123,incheon
2012-08-26 3:00,3,1,0,3,4.67,14.67,6.6667,3.6667,57,2,59,incheon
2011-05-29 11:00,4,0,1,2,13.67,12.33,3.6667,9.3333,128,8,136,incheon
2011-09-18 15:00,3,0,0,3,12,11,9.3333,7.6667,70,15,85,busan
2011-10-26 2:00,3,1,0,1,5.67,15.67,4,5.3333,99,15,114,incheon
2011-09-18 15:00,2,0,1,1,5.33,8,6,6,14,1,15,busan
2011-09-18 15:00,1,1,0,2,9.67,18.33,3.3333,6,68,10,78,busan
2012-06-10 3:00,4,0,1,1,13.33,16,9.6667,5.6667,72,20,92,incheon
2012-09-15 0:00,3,0,0,1,24.6,28.03,83,7.0015,38,169,207,seoul
2012-04-17 2:00,3,1,0,2,16.33,20,8.6667,8.3333,136,13,149,incheon
2012-07-10 19:00,3,0,1,3,28.7,33.335,74,15.0013,55,359,414,seoul
2011-09-18 16:00,2,1,0,3,12.33,13,5.6667,8,75,3,78,busan
2012-05-30 21:00,4,0,1,2,13.33,19.33,6.6667,5,141,7,148,incheon
2011-09-18 17:00,1,0,0,3,9.33,8.67,5.6667,9,12,4,16,busan
2011-12-16 9:00,2,1,1,3,8,15,7,5.6667,122,6,128,incheon
2011-01-22 21:00,2,0,0,1,15,16.67,3.6667,6.6667,94,1,95,seoul
2011-06-15 23:00,1,0,0,1,8.33,15,4,6.6667,150,20,170,incheon
2011-09-18 18:00,3,0,0,3,4.33,10.67,5.3333,10,144,3,147,busan
2011-05-13 5:00,2,0,1,2,20.5,24.24,88,12.998,1,24,25,seoul
2012-07-18 9:00,3,1,1,3,4.33,19.67,7.6667,7.6667,94,9,103,incheon
2012-06-13 13:00,1,1,0,1,4,12,3.3333,9.6667,117,13,130,incheon
2012-05-02 7:00,2,0,1,2,22.14,25.76,88,12.998,14,344,358,seoul
2012-04-02 2:00,4,0,1,2,15.67,9.67,5.6667,6.6667,145,6,151,incheon
2011-09-18 19:00,1,0,0,1,4,11,9.6667,8,122,7,129,busan
2011-09-18 20:00,3,0,0,2,7,17,6.3333,9,99,14,113,busan
2011-09-18 20:00,1,1,0,1,6,10.33,5.3333,8.3333,52,8,60,busan
2011-09-18 22:00,3,1,0,2,9.67,15,7,9.6667,102,4,106,busan
2012-04-16 16:00,2,1,0,1,32.8,34.85,33,31.0009,92,266,358,seoul
2012-01-29 2:00,2,0,0,3,4.67,18.67,6.6667,7.3333,15,3,18,seoul
2011-09-18 22:00,2,1,0,3,14,19.33,3.3333,8,86,15,101,busan
2012-07-16 15:00,3,0,1,1,35.26,40.15,47,16.9979,61,176,237,seoul
2012-07-04 20:00,3,1,0,1,35.26,40.15,47,15.0013,237,314,551,seoul
2011-09-18 23:00,4,1,0,2,4.33,14,4.6667,3.6667,66,16,82,busan
2012-10-09 18:00,4,0,1,2,20.5,24.24,72,15.0013,26,758,784,seoul
2012-05-05 11:00,2,0,0,3,8,16,3.6667,4.3333,36,11,47,seoul
2011-04-02 22:00,2,0,0,1,13.12,15.15,61,19.9995,14,41,55,seoul
2011-06-09 19:00,2,0,1,2,34.44,37.12,39,22.0028,55,271,326,seoul
2011-09-18 23:00,3,1,1,1,11.67,6.67,9.6667,5.6667,43,1,44,busan
2011-10-19 4:00,3,1,1,1,12.33,19.67,7.3333,4.3333,94,6,100,incheon
2011-09-19 1:00,2,1,0,3,8.67,13.33,3.3333,4.6667,58,6,64,busan
2011-09-19 1:00,4,1,1,3,7.33,19.67,8.3333,6.3333,116,20,136,busan
2011-06-07 17:00,1,1,1,1,11,16.33,4,10,65,8,73,incheon
2012-12-13 19:00,4,0,1,1,12.3,15.15,45,11.0014,20,328,348,seoul
2011-09-19 1:00,3,1,1,3,5,9,6,7,47,8,55,busan
2012-05-06 8:00,2,1,0,1,10,8.33,9,3.6667,48,3,51,incheon
2011-03-16 6:00,3,0,0,1,8.67,13,9.3333,6.3333,74,19,93,incheon
2011-09-17 1:00,3,0,0,1,18.86,22.725,72,7.0015,28,52,80,seoul
2011-05-27 2:00,2,0,1,3,12.67,17.67,3.3333,7.3333,133,11,144,seoul
2012-12-15 16:00,4,1,0,1,8.33,7.33,6.6667,9,149,1,150,incheon
2011-09-19 2:00,3,1,0,3,12.33,18.67,4.3333,5.6667,17,16,33,busan
2011-09-07 13:00,3,0,1,3,24.6,27.275,88,0,2,9,11,seoul
2011-10-19 9:00,4,1,0,1,9,8,4.3333,8.3333,97,13,110,seoul
2011-02-27 18:00,3,0,1,1,9,17,6.6667,3.3333,145,10,155,seoul
2011-08-29 20:00,4,1,0,1,7.67,15.67,4.3333,8,109,10,119,seoul
2011-03-20 1:00,4,0,0,1,16.67,15,9,4.6667,72,2,74,incheon
2011-09-19 3:00,4,0,1,2,6.33,12.67,7.3333,3.6667,140,2,142,busan
2012-05-06 15:00,3,1,1,3,16.67,8.33,4.6667,5.3333,59,18,77,incheon
2011-10-26 17:00,1,1,1,2,4,14.33,8.6667,7,102,19,121,seoul
2011-09-19 3:00,2,0,1,3,11,19,5,7,62,16,78,busan
2011-09-15 3:00,2,1,0,1,9.67,8.67,7,4.6667,116,2,118,incheon
2011-09-19 4:00,3,0,1,1,10,12.33,7.3333,3.3333,80,12,92,busan
2011-08-04 13:00,1,1,0,2,7.33,9,9.6667,7,30,6,36,incheon
2011-02-06 15:00,2,1,1,2,14.67,19.67,3.3333,6.3333,8,18,26,seoul
2012-03-08 12:00,1,0,1,2,22.96,26.515,60,30.0026,27,224,251,seoul
2011-11-12 6:00,4,1,0,2,12,18.33,6.3333,7.6667,94,1,95,incheon
2011-09-19 4:00,4,0,1,1,3.33,13,7,4.6667,20,4,24,busan
2011-01-18 3:00,2,1,0,2,12.67,10.33,7,5.3333,15,1,16,seoul
2011-09-19 4:00,1,1,0,2,4.33,7,7.6667,4,33,10,43,busan
2011-03-11 0:00,1,0,1,2,13.94,17.425,100,6.0032,0,6,6,seoul
2012-12-30 18:00,4,1,0,2,12.67,18.67,9.6667,9,89,20,109,incheon
2012-03-28 9:00,3,1,1,3,7.67,20,7.3333,3.6667,92,7,99,seoul
2011-11-09 12:00,4,0,0,3,15.67,15.67,6.6667,8.3333,62,17,79,incheon
2011-05-03 15:00,4,1,0,1,7.33,16,5.6667,10,64,18,82,seoul
2011-12-08 21:00,2,1,0,2,11.33,17.33,3.3333,9.6667,114,6,120,incheon
2011-10-30 21:00,3,1,1,2,3.67,8,5.6667,8,36,4,40,incheon
2011-12-07 20:00,4,0,1,2,15.67,7.33,9.3333,5.6667,24,15,39,seoul
2011-07-28 19:00,3,0,0,2,6,8,7.6667,9.3333,133,11,144,seoul
2011-09-19 4:00,2,1,1,2,6,11.67,7.6667,4.6667,7,10,17,busan
2011-09-19 6:00,2,0,0,2,9,15.67,7,6.6667,133,20,153,busan
2011-09-19 6:00,3,0,0,3,13.67,8.33,4,8.6667,130,1,131,busan
2011-09-30 20:00,4,0,1,3,7.67,18.33,7,3.3333,28,4,32,incheon
2012-04-18 2:00,4,0,1,3,15.67,17.67,3.6667,4.6667,92,20,112,seoul
2011-09-19 7:00,2,0,0,1,8,14,4,4.3333,107,15,122,busan
2012-06-16 10:00,2,0,0,1,26.24,31.06,47,12.998,139,296,435,seoul
2011-09-19 7:00,2,0,1,1,15.67,17.33,3.6667,6.3333,38,18,56,busan
2011-09-19 8:00,3,0,1,1,7,13,5.3333,5.3333,7,8,15,busan
2011-09-19 10:00,3,1,0,2,3.67,15.67,3.3333,4,18,1,19,busan
2011-09-19 10:00,1,0,1,2,16,18.67,3.3333,9,141,5,146,busan
2011-09-19 10:00,1,0,0,2,15.67,14.67,9.6667,10,20,19,39,busan
2011-09-19 11:00,3,1,0,2,5,10.67,7.3333,7.6667,83,8,91,busan
2012-08-20 2:00,1,0,0,2,4.67,19.33,5.6667,9.3333,138,4,142,incheon
2012-11-11 13:00,4,0,0,1,22.14,25.76,45,7.0015,262,424,686,seoul
2011-08-12 1:00,1,0,0,1,16.33,8,9.3333,4,8,15,23,seoul
2012-10-03 23:00,3,0,0,3,8,11.67,8,5,113,13,126,seoul
2011-12-27 3:00,2,1,0,1,16.67,10.33,4.3333,8.6667,90,2,92,incheon
2012-11-06 9:00,4,0,1,1,10.66,12.88,60,11.0014,25,338,363,seoul
2012-10-11 0:00,4,1,1,1,6.67,19.67,4,7.6667,29,12,41,incheon
2011-10-12 8:00,1,0,0,3,7.33,14.67,7,6.6667,71,1,72,seoul
2011-09-04 0:00,1,0,0,1,3.33,17.67,9,9,149,15,164,incheon
2012-06-06 1:00,3,1,0,3,11.67,13.33,8,3.6667,43,18,61,seoul
2011-09-19 13:00,2,1,1,2,11.67,7,10,4.3333,127,4,131,busan
2011-09-19 6:00,1,1,0,3,16,7.33,7,7.3333,37,14,51,seoul
2011-09-19 13:00,3,0,1,3,6.67,8,7,9.3333,89,11,100,busan
2011-05-07 2:00,2,1,1,3,9,11.33,6,5.3333,82,13,95,incheon
2011-10-13 9:00,3,1,0,2,14.67,14,4.3333,4,87,13,100,incheon
2011-04-05 10:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28,seoul
2011-02-21 2:00,2,0,1,1,15.67,13.67,6,6.6667,102,1,103,incheon
2012-09-16 0:00,3,0,0,1,22.14,25.76,64,0,28,123,151,seoul
2011-07-08 2:00,3,0,1,2,28.7,33.335,74,11.0014,10,12,22,seoul
2011-11-29 5:00,2,1,0,3,7,13.67,9.6667,5.6667,12,16,28,incheon
2011-07-11 17:00,1,1,0,3,7,8.33,4,7.6667,66,20,86,seoul
2011-11-03 16:00,4,0,1,1,21.32,25,48,12.998,33,234,267,seoul
2012-05-27 11:00,4,1,1,2,15,10.33,10,4.3333,128,16,144,seoul
2011-09-17 14:00,3,0,0,2,21.32,25,72,12.998,123,174,297,seoul
2012-05-04 21:00,4,1,0,1,10.33,12.67,7.6667,7.6667,63,1,64,seoul
2011-06-24 21:00,4,1,0,1,15.33,6.67,9,6.6667,4,2,6,incheon
2011-04-27 4:00,2,1,1,1,9.33,9.67,6,7,12,4,16,seoul
2012-07-27 17:00,2,1,0,3,16.33,14,9.6667,9,9,16,25,seoul
2011-03-06 7:00,3,1,1,3,7.33,14,4,6.6667,8,20,28,incheon
2012-02-26 13:00,3,1,0,2,14,9.33,6.6667,4.6667,85,2,87,incheon
2012-08-08 15:00,1,0,0,2,9.67,7.67,8.3333,6.3333,41,1,42,incheon
2011-09-10 0:00,3,0,0,1,25.42,27.275,94,0,32,84,116,seoul
2011-09-19 14:00,4,1,0,2,13.67,12.67,4,4.6667,17,20,37,busan
2011-09-19 16:00,2,0,1,2,7,13,4,4.3333,23,5,28,busan
2012-01-17 6:00,1,0,1,3,12.3,14.395,75,16.9979,0,57,57,seoul
2011-11-10 11:00,4,1,1,2,6.67,16.67,8.3333,3.6667,106,2,108,incheon
2011-09-19 17:00,2,0,1,2,11,17.33,5,8.3333,25,15,40,busan
2012-09-17 5:00,2,1,1,2,5.67,8.67,9,8,44,14,58,incheon
2011-09-19 17:00,3,1,0,2,8.33,9.33,8.3333,5.6667,145,18,163,busan
2011-06-28 20:00,3,1,1,2,8.33,15.67,6.6667,4.3333,61,16,77,incheon
2012-04-16 3:00,2,1,0,1,23.78,27.275,68,12.998,3,5,8,seoul
2011-09-19 17:00,4,0,0,1,7,13,3.3333,6,13,12,25,busan
2011-05-22 4:00,1,0,0,3,10,14.67,5.6667,5.3333,71,9,80,incheon
2012-03-13 17:00,4,1,0,2,14,12.33,6,8.6667,61,16,77,incheon
2011-11-02 21:00,4,0,1,1,15.58,19.695,71,8.9981,13,155,168,seoul
2011-08-27 16:00,4,0,0,3,11.67,17.67,9,5.3333,119,3,122,seoul
2011-08-07 3:00,3,0,0,2,28.7,33.335,84,8.9981,9,23,32,seoul
2011-07-25 9:00,3,0,0,2,4.33,13,5,3.3333,4,9,13,incheon
2012-01-13 2:00,1,0,1,1,16.4,20.455,76,23.9994,1,13,14,seoul
2011-01-09 2:00,1,1,0,2,8.33,6.67,9,6.3333,76,6,82,incheon
2012-03-15 13:00,3,1,1,1,10.67,8.67,4.3333,5,85,6,91,incheon
2012-11-18 12:00,4,1,1,2,5.67,18.67,6.3333,6,4,19,23,incheon
2011-10-28 15:00,3,0,0,3,7.67,7.33,9.6667,9.3333,87,14,101,seoul
2012-07-15 1:00,2,1,0,2,4.33,11,7,3.6667,28,3,31,incheon
2012-05-19 8:00,3,0,1,3,12.33,17.33,9,7.3333,126,14,140,incheon
2011-09-19 18:00,1,0,0,2,5.33,12.33,8.3333,7,36,1,37,busan
2011-02-10 0:00,4,0,0,3,10,11.33,6.3333,5.3333,123,9,132,incheon
2012-06-22 2:00,1,1,1,1,16.33,15.67,6,8.6667,30,10,40,incheon
2012-11-11 11:00,3,1,0,1,16.33,14.33,6.6667,3.3333,33,4,37,seoul
2012-01-03 12:00,1,0,1,1,14.67,14.67,6,4.3333,127,17,144,seoul
2011-12-19 5:00,3,0,0,3,8.67,20,4,5.3333,27,12,39,seoul
2012-10-08 2:00,4,1,0,1,13.94,16.665,81,12.998,3,12,15,seoul
2011-12-08 0:00,3,1,1,1,8,11,3.3333,3.6667,88,2,90,incheon
2011-03-04 18:00,4,1,0,3,9.33,11,6.3333,10,64,2,66,incheon
2011-11-19 13:00,4,0,0,1,17.22,21.21,30,19.0012,118,245,363,seoul
2012-09-15 9:00,4,0,0,1,5,12,9,4,145,11,156,seoul
2011-05-20 14:00,3,1,0,1,7.33,10,8,3.3333,102,3,105,incheon
2011-09-19 20:00,1,1,1,1,13,14.67,6.6667,6.3333,119,15,134,busan
2012-11-26 22:00,1,1,1,1,9.67,11,9.6667,7.3333,123,9,132,incheon
2011-04-14 19:00,4,1,1,2,13.33,7,6.3333,6,72,10,82,incheon
2012-11-02 9:00,4,0,1,1,13.94,17.425,53,7.0015,27,355,382,seoul
2011-04-09 13:00,2,0,0,2,14.76,18.94,81,0,114,108,222,seoul
2012-09-27 11:00,2,1,0,1,5,11.67,6,5,107,2,109,incheon
2011-09-19 20:00,4,0,1,1,4.33,11,4.3333,7.3333,27,5,32,busan
2011-06-19 10:00,4,1,0,3,9.67,12,4.6667,4,104,13,117,seoul
2012-07-15 1:00,3,0,0,2,27.88,31.82,89,8.9981,49,119,168,seoul
2011-09-19 21:00,4,0,1,1,4,12,3.6667,6,87,15,102,busan
2012-12-28 22:00,1,0,0,2,7,11.33,5.6667,10,118,2,120,incheon
2012-02-02 13:00,4,1,1,3,14,7.33,8,6,56,14,70,incheon
2012-09-15 12:00,3,0,1,2,14.67,13,3.6667,8.3333,54,14,68,incheon
2012-04-16 14:00,2,1,1,1,8.67,9.33,9,3.6667,86,20,106,seoul
2011-04-30 5:00,4,0,1,3,11.67,18.67,6.6667,5,2,4,6,seoul
2011-09-19 21:00,1,1,0,3,8.33,12,7.3333,10,122,16,138,busan
2012-12-15 3:00,4,0,0,2,9.84,14.395,81,0,5,18,23,seoul
2011-06-12 23:00,1,0,0,3,12.33,8.67,5,7.6667,56,17,73,incheon
2011-09-19 23:00,2,0,0,2,7.67,10.67,5,9,25,10,35,busan
2011-04-11 17:00,2,0,1,1,30.34,33.335,48,35.0008,100,352,452,seoul
2012-06-11 22:00,2,0,0,2,4.33,7.33,3.3333,5.3333,25,7,32,incheon
2012-09-06 11:00,3,0,1,3,28.7,33.335,84,11.0014,10,52,62,seoul
2011-10-14 8:00,1,1,0,3,15.33,10,4.6667,6.3333,133,12,145,incheon
2011-05-14 1:00,2,0,0,2,20.5,24.24,88,8.9981,18,64,82,seoul
2011-09-19 23:00,3,1,1,2,15.67,15.33,6.6667,8.6667,66,17,83,busan
2011-09-20 1:00,4,1,1,2,8.67,17,5,9.3333,22,7,29,busan
2011-09-13 9:00,4,1,1,2,4,11,3.6667,9,81,13,94,incheon
2012-07-06 11:00,3,0,1,1,34.44,36.365,32,6.0032,92,141,233,seoul
2012-04-24 16:00,4,0,0,1,13.33,8,4.3333,8.3333,45,1,46,seoul
2011-09-20 2:00,2,1,1,3,5.33,10,3.3333,4.3333,30,14,44,busan
2012-11-13 22:00,4,0,1,1,10.66,11.365,56,22.0028,15,120,135,seoul
2011-06-25 7:00,4,1,0,2,12,18.67,9.6667,6.3333,22,8,30,incheon
2011-01-11 13:00,2,0,0,3,7,11.33,7,5.6667,15,6,21,incheon
2011-12-19 5:00,1,1,0,2,6,9.33,9.3333,6.3333,135,2,137,incheon
2011-09-20 3:00,2,0,0,1,10,12.67,3.6667,3.6667,62,9,71,busan
2011-07-20 19:00,1,0,1,2,15.67,16.33,8.6667,6.3333,115,18,133,incheon
2012-09-21 5:00,2,0,1,3,16,18.33,3.3333,6.3333,121,16,137,incheon
2011-09-20 3:00,4,0,1,2,6.33,11.33,4.6667,9,150,9,159,busan
2012-09-22 2:00,4,0,0,2,7.33,19.33,7,3.3333,8,8,16,incheon
2012-02-25 17:00,1,1,0,1,14.67,15,3.6667,8.6667,1,5,6,seoul
2011-09-20 3:00,1,0,1,3,11,12,9,6.3333,149,2,151,busan
2011-09-20 4:00,3,0,1,1,11,17.33,8.6667,6.6667,10,15,25,busan
2012-02-19 13:00,1,1,1,2,7,18,6.6667,8,123,20,143,incheon
2011-09-20 5:00,2,0,1,2,15,10.33,10,8,48,5,53,busan
2011-09-20 6:00,1,1,1,3,13,9.33,6,4,1,3,4,busan
2011-07-07 15:00,4,0,0,1,9.33,16.33,8.6667,9.3333,79,10,89,seoul
2011-01-07 23:00,2,0,0,2,6.67,6.67,4.3333,5,14,17,31,incheon
2011-09-20 6:00,4,1,1,2,4,9,5.6667,9.3333,56,3,59,busan
2012-11-15 17:00,4,1,0,3,12.67,7.67,8.6667,4.3333,78,3,81,incheon
2011-09-20 7:00,4,0,0,3,9.33,10,7.6667,10,52,17,69,busan
2011-09-20 7:00,4,1,0,1,12.67,8.33,6,8.3333,54,3,57,busan
2011-08-19 12:00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222,seoul
2011-09-20 8:00,4,0,1,3,5.67,18.33,5.6667,5.3333,95,20,115,busan
2011-09-20 8:00,4,0,1,1,16.33,14.33,4,9.3333,70,4,74,busan
2011-05-18 3:00,2,0,1,3,21.32,25,94,19.9995,6,3,9,seoul
2011-09-20 8:00,1,1,1,2,10,13.67,3.6667,8.6667,78,10,88,busan
2012-09-22 10:00,4,1,1,3,9.67,11.33,8.6667,8,127,6,133,seoul
2011-09-20 9:00,2,0,1,2,6.67,20,4,3.6667,83,3,86,busan
2012-01-16 14:00,4,1,1,2,11.33,16,9,3.3333,103,17,120,seoul
2011-08-30 4:00,4,1,0,3,16,19.67,9,7,150,8,158,incheon
2011-05-24 14:00,1,1,0,1,12.33,13,10,9.6667,122,2,124,incheon
2011-09-20 9:00,4,1,0,2,4,13,4.6667,8.6667,14,12,26,busan
2011-09-20 10:00,3,1,1,3,16.33,8.67,3.6667,7.6667,114,18,132,busan
2011-09-20 11:00,3,1,1,2,12.67,15.67,10,4.3333,134,16,150,busan
2011-09-20 12:00,1,1,0,1,8,13.33,10,6,23,9,32,busan
2011-12-20 6:00,3,1,1,1,14.67,10,6.6667,5,37,6,43,incheon
2012-11-13 12:00,2,1,0,3,5.67,14.67,7.3333,4,114,20,134,incheon
2012-11-21 3:00,4,0,0,1,10,19.67,4.3333,4.6667,3,16,19,incheon
2011-09-20 13:00,4,1,1,3,15,20,5.6667,7.3333,42,9,51,busan
2012-02-17 12:00,1,1,0,3,12.33,9.33,6,4.6667,135,1,136,incheon
2011-10-21 23:00,2,1,1,1,5,14,5.3333,4.6667,127,18,145,incheon
2011-09-20 13:00,3,0,0,2,3.67,17,5.3333,6.3333,29,8,37,busan
2012-10-01 19:00,4,0,1,2,22.14,25.76,68,7.0015,33,483,516,seoul
2012-11-18 0:00,4,1,1,1,15,17.33,4.6667,5.6667,111,14,125,seoul
2011-09-20 13:00,3,1,1,2,12.67,7,8.3333,8.6667,129,6,135,busan
2011-10-16 12:00,4,1,0,3,14.67,11.67,7.6667,7.3333,90,19,109,incheon
2011-09-20 15:00,3,1,0,1,14,12.67,9.3333,7.6667,17,19,36,busan
2011-09-20 15:00,2,0,1,2,9,17,8,9.3333,66,3,69,busan
2011-09-20 15:00,2,0,1,1,15.67,17.67,6,3.3333,142,3,145,busan
2011-09-20 18:00,4,1,1,2,12,7.33,3.3333,9.6667,105,2,107,busan
2011-09-16 2:00,3,0,1,1,16.4,20.455,71,19.0012,3,7,10,seoul
2012-10-10 22:00,4,0,0,3,13,19.33,10,7.3333,40,14,54,incheon
2011-09-20 18:00,3,0,1,1,6.33,13.67,6,5,41,17,58,busan
2012-10-15 12:00,1,1,1,3,13,20,5.6667,10,32,9,41,incheon
2011-09-20 19:00,3,1,0,3,9.67,14,6,3.3333,107,3,110,busan
2011-06-13 2:00,2,0,0,1,9.67,16.67,8.3333,8.3333,35,5,40,incheon
2011-09-20 21:00,2,0,1,1,15.67,7.33,9,4.6667,87,9,96,busan
2011-12-03 18:00,4,0,0,1,13.94,16.665,53,8.9981,31,193,224,seoul
2011-09-20 21:00,3,1,1,3,8,8.67,8.6667,7.6667,62,5,67,busan
2011-02-26 3:00,3,0,1,2,13.33,14,3.3333,3.3333,56,6,62,incheon
2011-09-20 22:00,1,0,0,1,16,16,6.6667,8.6667,7,2,9,busan
2012-02-29 19:00,3,1,0,3,6,16.33,4.3333,4.6667,40,16,56,seoul
2011-08-21 23:00,3,0,0,1,13.67,16.67,7,5,108,18,126,seoul
2011-09-20 22:00,1,0,1,3,7.33,19.33,9,6.6667,105,10,115,busan
2011-04-26 23:00,3,1,0,1,4,19.67,4.3333,5,69,7,76,seoul
2011-11-09 15:00,4,0,1,1,21.32,25,45,15.0013,21,130,151,seoul
2011-08-19 5:00,1,0,0,3,15.67,11.33,10,9.3333,132,1,133,incheon
2012-06-30 2:00,4,1,0,2,13,19.67,5.6667,4.3333,20,17,37,seoul
2011-02-09 17:00,1,0,1,2,8.2,9.85,34,16.9979,9,157,166,seoul
2011-08-08 20:00,3,0,1,1,32.8,37.88,55,0,71,215,286,seoul
2011-12-18 10:00,4,0,0,1,9.84,11.365,60,16.9979,7,122,129,seoul
2011-09-21 0:00,4,1,1,3,15,7.33,7.6667,4.3333,13,17,30,busan
2011-09-21 0:00,2,1,1,2,13.33,10.33,9.6667,6.6667,19,20,39,busan
2011-12-11 15:00,4,0,0,1,12.3,16.665,26,0,47,219,266,seoul
2011-09-22 8:00,4,0,0,2,13.33,12.33,5.3333,3.6667,16,16,32,seoul
2011-09-21 0:00,2,0,1,3,14,11.33,9.6667,4.3333,149,10,159,busan
2012-12-13 12:00,4,0,1,1,14.76,16.665,40,16.9979,30,252,282,seoul
2012-09-10 23:00,3,0,1,1,22.14,25.76,52,0,7,86,93,seoul
2011-02-07 5:00,1,0,1,1,8.2,12.88,86,0,1,9,10,seoul
2012-10-17 4:00,3,0,1,1,16.67,10.67,7.3333,6.3333,103,20,123,incheon
2011-09-21 3:00,4,1,1,1,9,15.33,5,8.3333,114,6,120,busan
2011-09-21 4:00,1,1,1,2,3.33,12,3.3333,8.3333,46,10,56,busan
2012-09-27 0:00,2,0,1,1,8.33,13,8.3333,10,51,16,67,incheon
2011-09-21 4:00,2,1,1,3,11,18.67,8.6667,5.3333,109,1,110,busan
2012-01-16 19:00,1,1,0,1,10.66,12.12,56,19.0012,10,134,144,seoul
2011-11-02 11:00,4,1,0,2,13,12,7.3333,3.6667,52,11,63,incheon
2012-09-25 8:00,4,0,0,2,15.33,12.67,4.6667,7,29,18,47,incheon
2011-06-09 20:00,2,1,0,2,9,16.67,5,4.6667,96,11,107,incheon
2011-09-21 5:00,2,1,0,3,5.33,10,5.6667,3.6667,62,14,76,busan
2011-09-11 9:00,1,0,0,1,16.33,10,7.6667,6,77,4,81,incheon
2012-04-26 10:00,3,0,0,3,10,12.33,5.6667,9.3333,106,14,120,incheon
2011-12-03 23:00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85,seoul
2011-09-01 6:00,3,0,1,1,24.6,28.79,78,0,2,103,105,seoul
2011-09-21 6:00,4,0,1,2,15.33,7,9,5.6667,60,12,72,busan
2011-09-21 6:00,3,0,1,2,8,12,10,8,148,15,163,busan
2011-09-21 7:00,3,1,0,3,15.33,18.67,7,6.3333,47,13,60,busan
2011-09-21 7:00,3,1,0,3,8.33,6.67,4.6667,9.6667,112,8,120,busan
2011-09-21 9:00,3,0,0,2,12.33,12.67,7,3.3333,47,11,58,busan
2011-05-17 9:00,2,0,1,2,22.14,25.76,88,16.9979,17,190,207,seoul
2012-01-03 19:00,1,0,0,2,6.67,10.67,6.6667,5,3,19,22,incheon
2012-06-19 2:00,2,1,1,1,8,7,4,4,35,13,48,incheon
2011-05-05 18:00,2,0,1,1,22.96,26.515,26,19.0012,64,456,520,seoul
2011-01-10 4:00,1,1,1,2,6,14.67,4.6667,6.6667,90,18,108,incheon
2011-09-21 9:00,3,0,0,3,4.33,19.67,6.6667,4.6667,142,10,152,busan
2012-03-14 2:00,1,0,1,1,20.5,24.24,68,12.998,0,2,2,seoul
2011-09-21 10:00,3,0,0,2,5,8.67,4.6667,6,50,4,54,busan
2012-08-18 5:00,3,1,0,2,14.33,15,8.6667,5.3333,95,11,106,incheon
2011-09-21 10:00,2,1,0,3,13.67,13,7,8,9,2,11,busan
2011-07-15 7:00,3,0,1,1,26.24,30.305,65,7.0015,17,257,274,seoul
2011-09-21 11:00,1,0,1,3,8,14.33,9.3333,5.6667,55,5,60,busan
2011-12-08 13:00,4,0,0,1,16.67,18,6,9.3333,24,16,40,incheon
2011-09-21 12:00,4,0,0,3,10.33,14.33,7,8,24,13,37,busan
2011-09-21 15:00,2,1,1,2,5,15.67,6.3333,5,25,12,37,busan
2011-11-07 20:00,4,0,1,1,16.4,20.455,71,0,17,187,204,seoul
2011-11-18 8:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375,seoul
2011-09-21 15:00,1,1,1,2,7,11.67,5,10,25,18,43,busan
2012-02-28 13:00,2,1,1,3,8.67,7.67,9.6667,6.3333,72,19,91,seoul
